240,ドイツ語で「Dienstag」、中国語で「星期二」、英語で「Tuesday」といえば何曜日のことでしょう？,火曜日
241,陰暦の「神無月」に日本中の神々が集まるとされる島根県の神社といえば何大社でしょう？,出雲大社
242,英語では「double suicide」といい、日本語での別名を「情死」ともいう、親しい関係にある2人が合意の上で一緒に自殺することを何というでしょう？,心中
243,英語では「ジャック・イン・ザ・ボックス」などと呼ばれる、蓋を開けると中の物がバネの力で飛び出してくるおもちゃを、日本語では一般に何というでしょう？,びっくり箱
244,液体の温度を上げた時、または液体にかかる圧力を下げた時に、液体表面だけでなく液体内部からも気化が起こる現象を、漢字2文字で何というでしょう？,沸騰
245,沖縄県金武町にあった食堂「パーラー千里」の店長が考案したという、ご飯の上にひき肉や野菜を載せてサルサソースをかけた料理は何でしょう？,タコライス
246,化学式C14H14N3NaO3Sで表されるpH指示薬の1つで、溶液が酸性から中性になるにつれて赤色から黄色に変化する小板状晶は何でしょう？,メチルオレンジ
247,外科医のアントワーヌ・ルイが設計した、フランス革命期に盛んに使用された斬首刑の執行装置のことを、装置による処刑方法を提案した人物の名前を取って何というでしょう？,ギロチン
248,学名を「Eutrema japonicum」というアブラナ科の植物で、日本特有の香辛料として知られるものは何でしょう？,わさび
249,慣用句で、危機的な状況では超人的な力を発揮できるということを「何の馬鹿力」というでしょう？,火事場の馬鹿力
250,元々は戸籍登録地を離れて他国を流浪する人のことで、転じて入学試験などに不合格となって次の試験に備えている人のことを指す言葉は何でしょう？,浪人
251,江戸時代中期に刊行された『阿蘭陀問答』には「ことのほか悪しきものにて、何の味わいも無く御座候」という感想が記されている、麦芽とホップを主原料に造られる酒は何でしょう？,ビール
252,罪を犯した者が、その発覚前に捜査機関ヘ犯罪事実を申告することを、日本の現代の法律用語で何というでしょう？,自首
253,山を越えて吹き降ろす暖かく乾いた風によって、風下の地域が高温になる現象のことを、アルプス山脈を吹き越す南風につけられたドイツ語の呼び名にちなんで何現象というでしょう？,フェーン現象
254,正式名称を「連合国軍最高司令官総司令部」という、第二次世界大戦後のポツダム宣言執行のため東京に設置され、初代最高司令官をマッカーサー元帥が務めた機関を、アルファベット3文字で一般に何というでしょう？,GHQ
255,生物の細胞内にある「デオキシリボ核酸」を、アルファベット3文字の略称で何というでしょう？,DNA
256,「ヨーグルト」を意味するエスペラントの言葉から名付けられた、「ラクトバチルス・カゼイ・シロタ株」が含まれている乳酸菌飲料は何でしょう？,ヤクルト
257,1932年に物理学者チャドウィックによって存在が確かめられた、陽子とともに原子核を構成する粒子は何でしょう？,中性子
258,中国の書物『孟子』に収められた故事に由来する、少しの違いはあっても、本質的には同じであるというということを、漢数字を用いた漢字5文字の表現で何というでしょう？,五十歩百歩
259,アニメ『新世紀エヴァンゲリオン』で、ファーストチルドレンと呼ばれるEVA零号機のパイロットは誰でしょう？,綾波レイ
260,お笑いの業界用語で、同じボケを繰り返すことで笑いをとる手法を、ある料理の名を使って何というでしょう？,天丼
,日本の国会議員のバッジにデザインされている花は何の花でしょう？,菊
,日本国憲法第53条に規定される、内閣がその召集を決定でき、また衆参いずれかで総議員の4分の1が要求した場合はその召集が義務付けられる国会のことを一般に「何国会」というでしょう？,臨時国会
,背中の模様から「高野聖」という別名がある、日本最大の水生昆虫であるカメムシ目の虫は何でしょう？,タガメ
,平安時代には「貝覆い」と呼ばれていた、ハマグリなどの二枚貝の貝殻を2つに割ったものを大量に用意し、一方の貝殻と合致する貝殻を探し当てる遊びを何というでしょう？,貝合わせ
